NO_MUNICIPIO_PROVA,NOTA_MEDIA,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,QTD_CANDIDATOS,Ano,municipio_norm
Anchieta,553.3113703703705,552.7247482014383,525.5665277777778,534.8581363004174,497.8044604316545,660.2005730659026,720,2022,ANCHIETA
Aracruz,560.9839686537921,564.2828264758499,526.1858102434924,540.9058873002526,504.18944543828246,676.1139896373057,1191,2022,ARACRUZ
Baixo Guandu,548.0234767025088,551.1694029850745,515.8555555555556,526.6093189964157,495.30074626865684,658.2022471910112,279,2022,BAIXO GUANDU
Barra de São Francisco,534.327373438527,532.328183716075,507.2593688362918,515.7526627218938,482.26680584551156,639.5934959349594,507,2022,BARRA DE SAO FRANCISCO
Brejetuba,546.985442477876,543.514423076923,512.4300884955752,539.4716814159291,496.68076923076944,650.6422018348624,113,2022,BREJETUBA
Cachoeiro de Itapemirim,556.4418533680691,553.6830136986309,520.6747301823581,531.4027177959788,501.29322896281917,684.173166926677,2687,2022,CACHOEIRO DE ITAPEMIRIM
Cariacica,540.1958504319659,536.3863988522234,519.2719146637849,528.2584910762565,491.6336011477757,631.8551782206006,3704,2022,CARIACICA
Castelo,555.1359899458629,562.6705882352942,515.621113689095,533.2366589327139,506.21078431372564,668.0871670702179,431,2022,CASTELO
Colatina,561.9249057896536,563.5422198041355,523.968499486126,539.8320657759505,506.27388465723715,682.4907260201378,1946,2022,COLATINA
Conceição da Barra,521.2108372093026,511.4358585858585,500.8520930232561,506.12930232558125,483.6676767676768,612.1739130434783,215,2022,CONCEICAO DA BARRA
Domingos Martins,565.039678362573,573.1682070240291,523.7966666666671,542.8901754385973,502.9460258780038,688.0935251798561,570,2022,DOMINGOS MARTINS
Ecoporanga,523.3236437246961,521.515481171548,497.41093117408917,511.88259109311747,476.54142259414226,616.1181434599156,247,2022,ECOPORANGA
Guarapari,559.2218113879004,561.729248120301,532.3000711743778,540.3035663338085,503.1953383458646,666.8786982248521,1405,2022,GUARAPARI
Guaçuí,544.4366108630954,547.4873239436625,514.3417410714287,532.3004464285708,495.8408450704223,642.9577464788732,448,2022,GUACUI
Itapemirim,532.341984126984,532.8096491228067,501.6072829131645,511.906722689076,479.8602339181287,640.0581395348837,357,2022,ITAPEMIRIM
Iúna,547.455903199675,547.7370843989776,511.8755771567444,529.0374240583229,494.8044757033248,664.6055979643766,823,2022,IUNA
Jaguaré,544.3143417366946,541.5489177489179,510.5008438818563,526.5582278481011,491.7545454545452,657.3913043478261,238,2022,JAGUARE
João Neiva,579.938516886931,592.3207547169816,530.6881057268721,546.764757709251,520.8410377358491,719.6444444444444,227,2022,JOAO NEIVA
Linhares,550.9069461032013,550.922200678623,516.9984382177313,530.2995860165604,496.2223460979156,666.9718645684311,2177,2022,LINHARES
Marataízes,540.9781594202892,541.0298892988933,511.99825783972096,518.4402439024392,490.6721402214024,649.367088607595,575,2022,MARATAIZES
Mimoso do Sul,543.6426546629735,538.2679083094558,507.1626038781158,525.272022160665,495.68108882521466,657.5931232091691,361,2022,MIMOSO DO SUL
Montanha,525.7801792635659,518.19756097561,493.8479651162791,511.82587209302295,480.97408536585385,627.4777448071217,344,2022,MONTANHA
Nova Venécia,552.858761329306,554.8162717219583,517.6030211480363,534.6424471299092,498.520063191153,663.7151702786377,662,2022,NOVA VENECIA
Pedro Canário,529.540234741784,527.682178217822,490.225821596244,508.8018779342722,477.7831683168315,655.7843137254902,213,2022,PEDRO CANARIO
Pinheiros,532.094831871345,523.593488372093,501.95745614035087,517.606140350877,480.9293023255812,646.5437788018434,228,2022,PINHEIROS
Santa Maria de Jetibá,551.1068620943955,550.2593607305937,521.1234513274338,533.1409292035396,500.8931506849318,654.2660550458716,452,2022,SANTA MARIA DE JETIBA
Santa Teresa,557.8351093951092,559.1832993890021,519.2187258687262,541.6323017408125,503.66211812627256,675.4655870445345,518,2022,SANTA TERESA
Serra,549.0758654088047,548.1687088405517,525.4470266188404,536.9832924296788,499.23222909598906,642.966601178782,5300,2022,SERRA
Sooretama,519.2727723577234,501.8184210526315,491.20829268292675,510.4468292682926,467.3152631578946,634.0625,205,2022,SOORETAMA
São Gabriel da Palha,548.8384785766157,545.9937062937064,514.3647058823531,525.6122004357303,496.0202797202791,665.2328159645233,459,2022,SAO GABRIEL DA PALHA
São Mateus,546.2693929225148,545.5124838292355,516.3668090298976,529.3716900549116,498.33997412677877,648.248730964467,1639,2022,SAO MATEUS
Venda Nova do Imigrante,567.0314434297314,576.5082278481009,528.2814307458141,548.8080669710808,510.3333860759492,679.3081761006289,657,2022,VENDA NOVA DO IMIGRANTE
Viana,531.1618459069024,527.5295847750866,512.6008025682182,520.4515248796146,483.2472318339103,619.5932203389831,623,2022,VIANA
Vila Velha,574.2641640698027,577.06564296272,541.7433068412014,553.8675031172069,517.1546066677623,687.2671902548485,6418,2022,VILA VELHA
Vitória,589.5476103769703,597.8027479674801,549.637528815125,565.9021060722512,531.2207642276426,711.4967599178126,6508,2022,VITORIA
Água Doce do Norte,518.4273600973237,512.2736000000001,494.070802919708,508.0109489051095,471.1248000000002,620.46875,137,2022,AGUA DOCE DO NORTE
Afonso Cláudio,550.2316943127959,554.4051851851848,518.5341232227487,529.3600950118765,498.9955665024633,657.9411764705883,422,2023,AFONSO CLAUDIO
Alegre,551.840932135729,547.0076073619631,516.7786826347301,532.8130538922147,509.9306748466253,657.4723926380368,835,2023,ALEGRE
Anchieta,556.5214628670119,558.7892274211105,527.1251813471504,531.6954404145082,504.9715995647451,666.1052631578947,965,2023,ANCHIETA
Aracruz,564.0087577639737,566.7119341563787,532.0720062208386,542.6784161490687,513.8150617283941,672.592,1288,2023,ARACRUZ
Baixo Guandu,553.897627013631,559.3928853754938,521.7122676579926,531.3628252788102,511.7276679841895,652.3664122137404,269,2023,BAIXO GUANDU
Barra de São Francisco,535.5074667774082,534.6050522648079,509.2901993355484,517.9396321070235,491.9998257839725,630.1528013582343,602,2023,BARRA DE SAO FRANCISCO
Brejetuba,540.4075338753389,530.2016949152542,510.3672131147541,521.4647540983605,494.41694915254226,652.1008403361344,123,2023,BREJETUBA
Cachoeiro de Itapemirim,560.421365889377,556.1684659090917,524.8812986134599,530.6700033818064,509.6216341030188,687.6216968011126,2959,2023,CACHOEIRO DE ITAPEMIRIM
Cariacica,538.8291729431174,531.4697754353795,518.2894340434677,526.9026712623862,498.80657502863863,626.7008470798038,4647,2023,CARIACICA
Castelo,562.3843453644728,568.8414253897553,522.0053078556268,532.8868365180465,513.2801781737197,681.3015184381778,471,2023,CASTELO
Colatina,562.3100481554038,560.0201241593381,529.3236532810969,539.8618627450994,514.4838075530256,675.070707070707,2042,2023,COLATINA
Conceição da Barra,513.6689338235294,499.4386100386099,497.11617647058824,503.3150735294118,477.40656370656376,596.8702290076336,272,2023,CONCEICAO DA BARRA
Domingos Martins,576.4525510752684,586.7522765598653,529.0475806451617,542.3022617124394,512.245531197302,712.8221859706363,620,2023,DOMINGOS MARTINS
Ecoporanga,521.4856639004149,526.4206008583687,498.6975103734437,507.8419087136932,476.63476394849766,611.858407079646,241,2023,ECOPORANGA
Guarapari,550.5381610530374,547.952089642642,525.4609756097562,535.813472706155,504.77292549969707,646.9481302774427,1722,2023,GUARAPARI
Guaçuí,557.2904872749846,552.9071984435799,523.622160148976,536.7603738317761,510.209338521401,669.5183044315992,537,2023,GUACUI
Itapemirim,526.5399598393577,520.6022500000001,499.56072289156555,508.28,487.41350000000006,627.070707070707,415,2023,ITAPEMIRIM
Iúna,557.0483239171376,562.5688679245286,520.9560451977393,532.5148022598868,513.3015330188681,666.5650644783118,885,2023,IUNA
Jaguaré,537.3275311203321,535.3621004566209,504.5543568464729,519.509958506224,485.87625570776254,653.1601731601731,241,2023,JAGUARE
João Neiva,573.181827956989,576.5861244019139,534.0755760368662,552.4806451612901,520.9588516746413,694.2995169082126,217,2023,JOAO NEIVA
Linhares,557.5946020321768,556.7342986425343,524.6878864887763,534.9857142857142,510.06696832579195,669.5968448729185,2362,2023,LINHARES
Marataízes,543.0014278296994,546.5370370370366,515.3188473520247,517.6961059190023,498.3727858293084,642.9951690821256,642,2023,MARATAIZES
Mimoso do Sul,553.1917321116932,544.8550135501354,516.8547120418848,522.4835078534035,502.3880758807586,685.6603773584906,382,2023,MIMOSO DO SUL
Montanha,539.5304156171284,520.0575520833331,509.88035264483614,517.998992443325,494.50624999999985,655.1282051282051,397,2023,MONTANHA
Nova Venécia,556.2304770049409,558.6040963855424,523.7584948688703,534.6552511415524,507.00313253012024,661.4469078179696,877,2023,NOVA VENECIA
Pedro Canário,523.3306919374247,509.5232209737827,495.96498194945855,493.0451263537908,478.4910112359555,650.5343511450382,277,2023,PEDRO CANARIO
Pinheiros,532.9474494142705,519.2244966442951,508.33578274760424,515.1258785942493,487.526174496644,642.9605263157895,313,2023,PINHEIROS
Santa Maria de Jetibá,552.9956633986927,556.0429166666669,523.7698039215692,533.5956862745101,508.5920833333326,651.1022044088177,510,2023,SANTA MARIA DE JETIBA
Santa Teresa,559.8212477396025,549.5772727272725,524.9408679927661,534.3621376811594,512.382007575757,681.8691588785047,553,2023,SANTA TERESA
Serra,547.3087277334555,545.9871983378617,525.5785456187907,531.656150135666,504.3425695110239,636.4324661162175,6643,2023,SERRA
Sooretama,514.7396245421244,497.0158823529414,497.2609890109885,502.16593406593427,474.659411764706,613.9080459770115,182,2023,SOORETAMA
São Gabriel da Palha,555.4645809703843,554.9561752988045,520.6472589792062,530.7217391304349,503.18486055776884,675.5813953488372,529,2023,SAO GABRIEL DA PALHA
São Mateus,547.9124402613028,544.6886302111523,519.6767165720177,525.6369643779038,506.2237682728748,652.4042553191489,1939,2023,SAO MATEUS
Venda Nova do Imigrante,567.990342178771,573.5489795918369,528.6909217877092,543.2768156424578,520.2545189504368,678.5531914893617,716,2023,VENDA NOVA DO IMIGRANTE
Viana,533.1753417665326,519.8665260196913,516.4123834886819,520.1714285714285,492.4781997187062,623.1301939058171,751,2023,VIANA
Vila Velha,572.1218462425077,576.7710270747509,540.5801189817373,550.6715650969529,522.5317834020019,676.9636776390465,7230,2023,VILA VELHA
Vitória,589.7953283649532,600.9535977337098,549.4572919490362,562.5910484199104,539.1952563013319,706.0581605676916,7380,2023,VITORIA
Água Doce do Norte,523.1870539906101,523.8618320610686,504.1084507042252,508.2957746478873,483.23816793893144,608.2014388489208,142,2023,AGUA DOCE DO NORTE
Afonso Cláudio,547.2619565217396,528.6695754716978,524.8006864988558,516.4141876430205,488.1872641509433,688.3091787439613,437,2024,AFONSO CLAUDIO
Alegre,545.5436295848451,535.0056818181815,525.0519370460052,517.101815980629,500.3910353535353,657.5062344139651,827,2024,ALEGRE
Anchieta,555.1977934517589,539.6535947712415,531.7432601880882,521.255230125523,502.46546840958575,685.7630736392742,957,2024,ANCHIETA
Aracruz,561.7682387619752,544.1903175832689,538.5891672807661,532.4673062730619,515.3348567002332,685.1070336391438,1357,2024,ARACRUZ
Baixo Guandu,546.9447964015146,543.880838323353,529.6071022727269,514.4710227272725,500.54101796407195,657.3809523809524,352,2024,BAIXO GUANDU
Barra de São Francisco,534.1836439842217,519.5073437499998,520.6912721893495,502.1161721068253,479.4050000000002,659.1331269349845,676,2024,BARRA DE SAO FRANCISCO
Brejetuba,548.5964467592594,530.5051094890515,525.984722222222,510.27152777777764,484.06058394160584,705.0,144,2024,BREJETUBA
Cachoeiro de Itapemirim,561.2574131832788,550.2138945233239,533.0451125401921,521.0835907335907,506.14362529590824,704.9032688458973,3110,2024,CACHOEIRO DE ITAPEMIRIM
Cariacica,539.8625488936466,518.9285553555368,528.1715142428781,516.3826543739268,492.5274915635549,649.6395791358854,4670,2024,CARIACICA
Castelo,568.8876651982381,567.2914746543781,537.796475770925,529.5618942731279,512.9921658986175,707.1559633027523,454,2024,CASTELO
Colatina,564.2349891990704,550.5976817702846,538.7363409770691,529.6905735660846,513.5282402528982,696.2338334195551,2006,2024,COLATINA
Conceição da Barra,519.7066414904328,492.41446540880554,512.65589123867,492.90243161094213,477.1886792452831,631.125,331,2024,CONCEICAO DA BARRA
Domingos Martins,574.1340885040897,562.7787234042557,535.5457431457431,530.2176046176045,514.1665653495438,731.437037037037,693,2024,DOMINGOS MARTINS
Ecoporanga,522.2380773606372,511.20036363636365,509.951877133106,493.85324232081854,474.6189090909093,645.9607843137255,293,2024,ECOPORANGA
Guarapari,553.0787259747387,536.0095647193592,536.7348351648347,526.4268533772644,506.48854524627694,668.7406555491661,1821,2024,GUARAPARI
Guaçuí,546.4636358244368,534.1960377358489,525.271886120997,517.3786476868331,497.82716981132035,668.8059701492538,562,2024,GUACUI
Itapemirim,537.2743000693001,527.3665943600874,516.7995833333335,499.753125,486.455,659.8728813559322,481,2024,ITAPEMIRIM
Iúna,558.524850427351,550.1163995067822,531.8328671328672,523.8596266044343,507.2342786683104,689.0533980582525,858,2024,IUNA
Jaguaré,543.8373768613974,524.674814814815,521.1195876288657,505.714432989691,492.1262962962961,686.8100358422939,291,2024,JAGUARE
João Neiva,573.7152518756701,562.8858585858585,539.1035369774922,539.4745980707397,520.9542087542089,711.3157894736842,311,2024,JOAO NEIVA
Linhares,557.7353949349769,544.4742231947486,532.0289235825816,524.3475133579952,505.53024070021854,688.938689217759,2435,2024,LINHARES
Marataízes,554.4588456284154,545.4011594202889,529.3964480874309,515.3892076502729,496.6484057971013,689.7350069735007,732,2024,MARATAIZES
Mimoso do Sul,552.0276558603489,521.0768229166669,526.7945137157104,506.4476309226928,496.94099216710197,714.7286821705426,401,2024,MIMOSO DO SUL
Montanha,536.1238158871564,509.697882352941,516.4527839643657,504.77839643652567,487.80564705882364,669.9069767441861,449,2024,MONTANHA
Nova Venécia,557.0211963419181,546.5836084905657,529.6094064949614,520.4823068309071,503.4142520612487,693.3101045296168,893,2024,NOVA VENECIA
Pedro Canário,522.5676608187135,509.24565217391313,506.1728070175443,485.1099706744869,469.70217391304385,653.0886850152905,342,2024,PEDRO CANARIO
Pinheiros,533.2341509433963,512.6772413793108,515.6430817610062,502.50094637223964,478.56206896551726,664.655737704918,318,2024,PINHEIROS
Santa Maria de Jetibá,551.5621799746511,532.0361963190178,528.8131178707221,520.6903041825094,501.3633946830267,679.4961240310078,526,2024,SANTA MARIA DE JETIBA
Santa Teresa,562.5263581314878,550.7541666666659,538.2505190311416,532.0496539792388,508.0842391304347,687.9285714285714,578,2024,SANTA TERESA
Serra,547.3074847484085,531.9030320615107,532.5170681348918,520.4288450937133,500.95248803133615,658.0405114207729,7267,2024,SERRA
Sooretama,517.4590663580251,487.4751196172248,510.9245370370368,492.74351851851833,462.21626794258367,633.8679245283018,216,2024,SOORETAMA
São Gabriel da Palha,552.7692335290284,528.0699797160244,528.6941291585123,518.405294117647,489.71075050709936,705.6854838709677,511,2024,SAO GABRIEL DA PALHA
São Mateus,549.979803722504,535.036334576452,529.2336719146766,518.4150914634145,501.9675546084183,672.1447299423178,1970,2024,SAO MATEUS
Venda Nova do Imigrante,567.088645054032,557.4994798439526,536.5413965087288,536.3491271820449,510.9605981794535,700.3580562659846,802,2024,VENDA NOVA DO IMIGRANTE
Viana,530.4582029152281,507.5261761158028,521.1558112773303,506.71186635944724,486.10867469879497,640.048602673147,869,2024,VIANA
Vila Velha,572.3195518009353,561.5846195286194,547.6534121578196,543.1581897660055,521.5088876918941,695.5989894960776,7783,2024,VILA VELHA
Vitória,590.1683040667464,588.0670010995063,556.9028706252444,557.5884120734884,537.9346391752592,719.3387533875339,7631,2024,VITORIA
Água Doce do Norte,519.0173085585585,493.7150684931506,513.0782312925169,497.27891156462584,467.43904109589033,635.3956834532374,148,2024,AGUA DOCE DO NORTE
